ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (TND),Total Land (m²),Price (TND),Price per m² (TND),State_encoded,Land_use_encoded
11897,North,Tozeur,2002,Land in rural parks and wildlife areas,3538.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14317790.68,17690000.0,2450.0,56,9
11898,North,Kasserine,2002,Land in rural parks and wildlife areas,5086.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20582329.96,25430000.0,2450.0,34,9
11899,South,Ariana,2002,Land in rural parks and wildlife areas,26734.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,108188755.24,133670000.0,2450.0,46,9
11900,Center,Kairouan,2002,Land in rural parks and wildlife areas,5276.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21351233.36,26380000.0,2450.0,59,9
11901,South,Siliana,2002,Land in rural parks and wildlife areas,3159.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12784030.74,15795000.0,2450.0,45,9
11902,South,Kef,2002,Land in rural parks and wildlife areas,18299.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,74053491.14,91495000.0,2450.0,6,9
11903,South,Tataouine,2002,Land in rural parks and wildlife areas,100329.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,406017416.94,501645000.0,2450.0,0,9
11904,North,Ben Arous,2002,Land in rural parks and wildlife areas,141161.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,571258804.46,705805000.0,2450.0,2,9
11905,North,Jendouba,2002,Land in rural parks and wildlife areas,588.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2379553.68,2940000.0,2450.0,15,9
11906,North,Sousse,2002,Land in rural parks and wildlife areas,242079.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,979659821.94,1210395000.0,2450.0,55,9
11907,South,Bizerte,2007,Land in rural parks and wildlife areas,8345.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,33771046.7,45897500.0,2450.0,41,9
11908,Center,Medenine,2007,Land in rural parks and wildlife areas,343.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,1388072.98,1372000.0,2450.0,24,9
11909,South,Gabes,2007,Land in rural parks and wildlife areas,464.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1877743.04,2320000.0,2450.0,35,9
11910,South,Ariana,2007,Land in rural parks and wildlife areas,346.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,1400213.56,1557000.0,2450.0,57,9
11911,Center,Tunis,2007,Land in rural parks and wildlife areas,560.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,2266241.6,3920000.0,2450.0,26,9
11912,South,Sousse,2007,Land in rural parks and wildlife areas,53.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,214483.58,397500.0,2450.0,48,9
11913,South,Beja,2007,Land in rural parks and wildlife areas,246.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,995527.56,1672800.0,2450.0,8,9
11914,South,Siliana,2007,Land in rural parks and wildlife areas,3245.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,13132060.7,32450000.0,2450.0,38,9
11915,South,Kebili,2007,Land in rural parks and wildlife areas,716.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,2897551.76,8592000.0,2450.0,36,9
11916,North,Kebili,2007,Land in rural parks and wildlife areas,1913.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,7741643.180000001,12434500.0,2450.0,47,9
11917,North,Medenine,2007,Land in rural parks and wildlife areas,110.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,445154.6,550000.0,2450.0,10,9
11918,South,Bizerte,2007,Land in rural parks and wildlife areas,348.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1408307.28,1740000.0,2450.0,25,9
11920,North,Gafsa,2007,Land in rural parks and wildlife areas,5425.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21954215.5,27125000.0,2450.0,22,9
11921,Center,Sousse,2007,Land in rural parks and wildlife areas,1590.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6434507.4,7950000.0,2450.0,27,9
11922,South,Sousse,2007,Land in rural parks and wildlife areas,937.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3791907.82,4685000.0,2450.0,61,9
11923,South,Gabes,2007,Land in rural parks and wildlife areas,2897.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11723753.42,14485000.0,2450.0,28,9
11924,South,Tozeur,2007,Land in rural parks and wildlife areas,2989.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12096064.54,14945000.0,2450.0,9,9
11925,Center,Sousse,2007,Land in rural parks and wildlife areas,392.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1586369.12,1960000.0,2450.0,43,9
11926,North,Mahdia,2007,Land in rural parks and wildlife areas,351.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1420447.86,1755000.0,2450.0,18,9
11927,North,Tunis,2007,Land in rural parks and wildlife areas,990.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4006391.4,4950000.0,2450.0,17,9
11928,South,Kairouan,2007,Land in rural parks and wildlife areas,504.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2039617.44,2520000.0,2450.0,19,9
11929,Center,Ben Arous,2007,Land in rural parks and wildlife areas,752.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3043238.72,3760000.0,2450.0,30,9
11930,North,Ariana,2007,Land in rural parks and wildlife areas,1974.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7988501.640000001,9870000.0,2450.0,42,9
11931,Center,Sousse,2007,Land in rural parks and wildlife areas,504.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2039617.44,2520000.0,2450.0,40,9
11932,South,Tunis,2007,Land in rural parks and wildlife areas,907.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3670502.02,4535000.0,2450.0,50,9
11933,South,Kebili,2007,Land in rural parks and wildlife areas,359.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1452822.74,1795000.0,2450.0,33,9
11934,South,Siliana,2007,Land in rural parks and wildlife areas,204.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,825559.4400000001,1020000.0,2450.0,20,9
11935,Center,Jendouba,2007,Land in rural parks and wildlife areas,4593.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,18587227.98,22965000.0,2450.0,3,9
11936,South,Sousse,2007,Land in rural parks and wildlife areas,882.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3569330.52,4410000.0,2450.0,58,9
11937,South,Tataouine,2007,Land in rural parks and wildlife areas,701.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2836848.86,3505000.0,2450.0,60,9
11938,North,Sidi Bouzid,2007,Land in rural parks and wildlife areas,1560.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6313101.600000001,7800000.0,2450.0,39,9
11939,North,Bizerte,2007,Land in rural parks and wildlife areas,318.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1286901.48,1590000.0,2450.0,21,9
11940,North,Ariana,2007,Land in rural parks and wildlife areas,1132.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4581045.5200000005,5660000.0,2450.0,53,9
11941,Center,Nabeul,2007,Land in rural parks and wildlife areas,5378.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21764013.08,26890000.0,2450.0,51,9
11942,North,Kairouan,2007,Land in rural parks and wildlife areas,239.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,967199.54,1195000.0,2450.0,49,9
11943,Center,Medenine,2007,Land in rural parks and wildlife areas,765.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3095847.9,3825000.0,2450.0,14,9
11944,Center,Ben Arous,2007,Land in rural parks and wildlife areas,3829.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,15495426.94,19145000.0,2450.0,13,9
11945,North,Jendouba,2007,Land in rural parks and wildlife areas,546.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2209585.56,2730000.0,2450.0,1,9
11946,North,Gabes,2007,Land in rural parks and wildlife areas,2309.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9344199.74,11545000.0,2450.0,11,9
11947,North,Zaghouan,2007,Land in rural parks and wildlife areas,311.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1258573.46,1555000.0,2450.0,29,9
11948,Center,Medenine,2007,Land in rural parks and wildlife areas,743.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3006816.98,3715000.0,2450.0,5,9
11949,South,Tataouine,2007,Land in rural parks and wildlife areas,1256.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5082856.16,6280000.0,2450.0,23,9
11950,Center,Siliana,2007,Land in rural parks and wildlife areas,3606.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14592977.16,18030000.0,2450.0,52,9
11951,North,Kasserine,2007,Land in rural parks and wildlife areas,517.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2092226.62,2585000.0,2450.0,44,9
11952,North,Medenine,2007,Land in rural parks and wildlife areas,3089.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12500750.54,15445000.0,2450.0,54,9
11953,Center,Sidi Bouzid,2007,Land in rural parks and wildlife areas,46310.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,187410086.6,231550000.0,2450.0,32,9
11954,South,Sousse,2007,Land in rural parks and wildlife areas,6948.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,28117583.28,34740000.0,2450.0,31,9
11955,Center,Tozeur,2007,Land in rural parks and wildlife areas,5324.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21545482.64,26620000.0,2450.0,16,9
11956,South,Ben Arous,2007,Land in rural parks and wildlife areas,6783.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,27449851.380000003,33915000.0,2450.0,62,9
11957,North,Beja,2007,Land in rural parks and wildlife areas,4979.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20149315.94,24895000.0,2450.0,7,9
11958,Center,Kef,2007,Land in rural parks and wildlife areas,2492.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10084775.12,12460000.0,2450.0,37,9
11959,South,Kef,2007,Land in rural parks and wildlife areas,9601.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,38853902.86,48005000.0,2450.0,4,9
11960,South,Tataouine,2007,Land in rural parks and wildlife areas,3675.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14872210.5,18375000.0,2450.0,56,9
11961,South,Kebili,2007,Land in rural parks and wildlife areas,6509.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,26341011.74,32545000.0,2450.0,34,9
11962,North,Gabes,2007,Land in rural parks and wildlife areas,28930.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,117075659.8,144650000.0,2450.0,46,9
11963,North,Mahdia,2007,Land in rural parks and wildlife areas,5520.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,22338667.2,27600000.0,2450.0,59,9
11964,South,Beja,2007,Land in rural parks and wildlife areas,3578.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14479665.08,17890000.0,2450.0,45,9
11965,North,Kef,2007,Land in rural parks and wildlife areas,19831.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,80253280.66,99155000.0,2450.0,6,9
11966,Center,Tozeur,2007,Land in rural parks and wildlife areas,109858.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,444579945.88,549290000.0,2450.0,0,9
11967,North,Kef,2007,Land in rural parks and wildlife areas,141287.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,571768708.82,706435000.0,2450.0,2,9
11968,North,Monastir,2007,Land in rural parks and wildlife areas,602.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2436209.72,3010000.0,2450.0,15,9
11969,South,Tozeur,2007,Land in rural parks and wildlife areas,251747.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1018784864.42,1258735000.0,2450.0,55,9
11970,North,Kef,2012,Land in rural parks and wildlife areas,8830.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,35733773.800000004,48565000.0,2450.0,41,9
11971,North,Monastir,2012,Land in rural parks and wildlife areas,356.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,1440682.16,1424000.0,2450.0,24,9
11972,South,Kebili,2012,Land in rural parks and wildlife areas,499.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2019383.14,2495000.0,2450.0,35,9
11973,South,Sousse,2012,Land in rural parks and wildlife areas,369.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,1493291.34,1660500.0,2450.0,57,9
11974,Center,Sidi Bouzid,2012,Land in rural parks and wildlife areas,608.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,2460490.88,4256000.0,2450.0,26,9
11975,South,Manouba,2012,Land in rural parks and wildlife areas,65.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,263045.9,487500.0,2450.0,48,9
11976,Center,Kasserine,2012,Land in rural parks and wildlife areas,248.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,1003621.28,1686400.0,2450.0,8,9
11977,North,Gabes,2012,Land in rural parks and wildlife areas,3355.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,13577215.3,33550000.0,2450.0,38,9
11978,North,Gabes,2012,Land in rural parks and wildlife areas,945.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,3824282.7,11340000.0,2450.0,36,9
11979,South,Gafsa,2012,Land in rural parks and wildlife areas,1924.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,7786158.640000001,12506000.0,2450.0,47,9
11980,Center,Tataouine,2012,Land in rural parks and wildlife areas,111.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,449201.46,555000.0,2450.0,10,9
11981,North,Bizerte,2012,Land in rural parks and wildlife areas,350.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1416401.0,1750000.0,2450.0,25,9
11983,South,Kasserine,2012,Land in rural parks and wildlife areas,5873.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23767208.78,29365000.0,2450.0,22,9
11984,South,Gabes,2012,Land in rural parks and wildlife areas,1613.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6527585.180000001,8065000.0,2450.0,27,9
11985,South,Ben Arous,2012,Land in rural parks and wildlife areas,961.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3889032.46,4805000.0,2450.0,61,9
11986,North,Siliana,2012,Land in rural parks and wildlife areas,3298.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,13346544.28,16490000.0,2450.0,28,9
11987,North,Kasserine,2012,Land in rural parks and wildlife areas,2952.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11946330.72,14760000.0,2450.0,9,9
11988,South,Zaghouan,2012,Land in rural parks and wildlife areas,419.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1695634.34,2095000.0,2450.0,43,9
11989,South,Ariana,2012,Land in rural parks and wildlife areas,372.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1505431.9200000002,1860000.0,2450.0,18,9
11990,North,Ariana,2012,Land in rural parks and wildlife areas,893.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3613845.98,4465000.0,2450.0,17,9
11991,North,Beja,2012,Land in rural parks and wildlife areas,510.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2063898.6,2550000.0,2450.0,19,9
11992,North,Kasserine,2012,Land in rural parks and wildlife areas,759.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3071566.74,3795000.0,2450.0,30,9
11993,North,Gafsa,2012,Land in rural parks and wildlife areas,2173.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8793826.780000001,10865000.0,2450.0,42,9
11994,North,Tunis,2012,Land in rural parks and wildlife areas,552.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2233866.72,2760000.0,2450.0,40,9
11995,South,Zaghouan,2012,Land in rural parks and wildlife areas,892.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3609799.12,4460000.0,2450.0,50,9
11996,North,Jendouba,2012,Land in rural parks and wildlife areas,394.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1594462.84,1970000.0,2450.0,33,9
11997,Center,Mahdia,2012,Land in rural parks and wildlife areas,335.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1355698.1,1675000.0,2450.0,20,9
11998,South,Sfax,2012,Land in rural parks and wildlife areas,4744.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,19198303.84,23720000.0,2450.0,3,9
11999,Center,Mahdia,2012,Land in rural parks and wildlife areas,898.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3634080.28,4490000.0,2450.0,58,9
12000,Center,Kef,2012,Land in rural parks and wildlife areas,784.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3172738.24,3920000.0,2450.0,60,9
12001,Center,Bizerte,2012,Land in rural parks and wildlife areas,1575.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6373804.5,7875000.0,2450.0,39,9
12002,South,Tunis,2012,Land in rural parks and wildlife areas,307.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1242386.02,1535000.0,2450.0,21,9
12003,South,Zaghouan,2012,Land in rural parks and wildlife areas,1180.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4775294.8,5900000.0,2450.0,53,9
12004,Center,Sousse,2012,Land in rural parks and wildlife areas,5462.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,22103949.32,27310000.0,2450.0,51,9
12005,South,Sidi Bouzid,2012,Land in rural parks and wildlife areas,247.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,999574.42,1235000.0,2450.0,49,9
12006,South,Kef,2012,Land in rural parks and wildlife areas,747.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3023004.42,3735000.0,2450.0,14,9
12007,South,Kairouan,2012,Land in rural parks and wildlife areas,3920.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,15863691.2,19600000.0,2450.0,13,9
12008,South,Bizerte,2012,Land in rural parks and wildlife areas,548.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2217679.2800000003,2740000.0,2450.0,1,9
12009,North,Ben Arous,2012,Land in rural parks and wildlife areas,2331.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9433230.66,11655000.0,2450.0,11,9
12010,Center,Siliana,2012,Land in rural parks and wildlife areas,315.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1274760.9,1575000.0,2450.0,29,9
12011,North,Manouba,2012,Land in rural parks and wildlife areas,741.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2998723.26,3705000.0,2450.0,5,9
12012,North,Sousse,2012,Land in rural parks and wildlife areas,1276.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5163793.36,6380000.0,2450.0,23,9
12013,Center,Ariana,2012,Land in rural parks and wildlife areas,3705.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14993616.3,18525000.0,2450.0,52,9
12014,Center,Sousse,2012,Land in rural parks and wildlife areas,538.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2177210.68,2690000.0,2450.0,44,9
12015,South,Tataouine,2012,Land in rural parks and wildlife areas,3167.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12816405.62,15835000.0,2450.0,54,9
12016,North,Kasserine,2012,Land in rural parks and wildlife areas,44270.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,179154492.20000002,221350000.0,2450.0,32,9
12017,Center,Sidi Bouzid,2012,Land in rural parks and wildlife areas,6065.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24544205.9,30325000.0,2450.0,31,9
12018,South,Siliana,2012,Land in rural parks and wildlife areas,5358.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21683075.88,26790000.0,2450.0,16,9
12019,South,Kairouan,2012,Land in rural parks and wildlife areas,5861.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23718646.46,29305000.0,2450.0,62,9
12020,Center,Bizerte,2012,Land in rural parks and wildlife areas,6185.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25029829.1,30925000.0,2450.0,7,9
12021,North,Kasserine,2012,Land in rural parks and wildlife areas,2720.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11007459.2,13600000.0,2450.0,37,9
12022,South,Bizerte,2012,Land in rural parks and wildlife areas,7704.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,31177009.44,38520000.0,2450.0,4,9
12023,North,Monastir,2012,Land in rural parks and wildlife areas,3798.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,15369974.28,18990000.0,2450.0,56,9
12024,North,Mahdia,2012,Land in rural parks and wildlife areas,6580.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,26628338.8,32900000.0,2450.0,34,9
12025,South,Beja,2012,Land in rural parks and wildlife areas,28641.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,115906117.26,143205000.0,2450.0,46,9
12026,South,Nabeul,2012,Land in rural parks and wildlife areas,5572.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,22549103.92,27860000.0,2450.0,59,9
12027,South,Kebili,2012,Land in rural parks and wildlife areas,3446.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,13945479.56,17230000.0,2450.0,45,9
12028,North,Ariana,2012,Land in rural parks and wildlife areas,19623.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,79411533.78,98115000.0,2450.0,6,9
12029,North,Beja,2012,Land in rural parks and wildlife areas,108980.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,441026802.8,544900000.0,2450.0,0,9
12030,North,Mahdia,2012,Land in rural parks and wildlife areas,143904.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,582359341.44,719520000.0,2450.0,2,9
12031,Center,Medenine,2012,Land in rural parks and wildlife areas,728.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2946114.08,3640000.0,2450.0,15,9
12032,North,Kasserine,2012,Land in rural parks and wildlife areas,253613.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1026336305.18,1268065000.0,2450.0,55,9
12033,North,Sfax,2017,Land in rural parks and wildlife areas,9369.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,37915031.34,51529500.0,2450.0,41,9
12034,North,Tataouine,2017,Land in rural parks and wildlife areas,466.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,1885836.76,1864000.0,2450.0,24,9
12035,North,Gabes,2017,Land in rural parks and wildlife areas,439.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1776571.54,2195000.0,2450.0,35,9
12036,South,Kef,2017,Land in rural parks and wildlife areas,331.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,1339510.66,1489500.0,2450.0,57,9
12037,Center,Zaghouan,2017,Land in rural parks and wildlife areas,603.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,2440256.58,4221000.0,2450.0,26,9
12038,North,Kebili,2017,Land in rural parks and wildlife areas,13.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,52609.18,97500.0,2450.0,48,9
12039,South,Sfax,2017,Land in rural parks and wildlife areas,219.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,886262.3400000001,1489200.0,2450.0,8,9
12040,Center,Kef,2017,Land in rural parks and wildlife areas,4445.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,17988292.7,44450000.0,2450.0,38,9
