Year,Attribute,Value
2003,"Labor: All labor: Quantity (million, $2015)",77950.3089
2003,"Labor: Hired labor: Price (index, 2015=1)",0.743841152
2003,"Labor: Hired labor: Quantity (million, $2015)",27543.51457
2003,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.713311139
2003,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",50344.84257
2003,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.583777168
2003,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",214746.9055
2003,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.524694105
2003,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",98228.39544
2003,"Intermediate inputs: Energy: Price (index, 2015=1)",0.363817953
2003,"Intermediate inputs: Energy: Quantity (million, $2015)",28362.0473
2003,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.357120371
2003,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",28065.12544
2003,"Intermediate inputs: Pesticides: Price (index, 2015=1)",1.514143343
2003,"Intermediate inputs: Pesticides: Quantity (million, $2015)",5558.88915
2003,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.72831837
2003,"Intermediate inputs: Purchased services: Quantity (million, $2015)",55913.1556
2003,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.731607099
2003,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",5937.199084
2004,"Total output: Price (index, 2015=1)",0.726896529
2004,"Total output: Quantity (million, $2015)",373115.2271
2004,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.721939011
2004,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",147352.0418
2004,"Livestock and products: Meat animals: Price (index, 2015=1)",0.64835306
2004,"Livestock and products: Meat animals: Quantity (million, $2015)",73668.11836
2004,"Livestock and products: Dairy: Price (index, 2015=1)",0.943583539
2004,"Livestock and products: Dairy: Quantity (million, $2015)",29221.08062
2004,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.687386435
2004,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",42832.33199
2004,"Crops: All crops: Price (index, 2015=1)",0.727605308
2004,"Crops: All crops: Quantity (million, $2015)",199060.2656
2004,"Crops: Food grains: Price (index, 2015=1)",0.698354824
2004,"Crops: Food grains: Quantity (million, $2015)",14128.58585
2004,"Crops: Feed crops: Price (index, 2015=1)",0.665777398
2004,"Crops: Feed crops: Quantity (million, $2015)",72925.55631
2004,"Crops: Oil crops: Price (index, 2015=1)",0.723485114
2004,"Crops: Oil crops: Quantity (million, $2015)",32494.48382
2004,"Crops: Vegetables and melons: Price (index, 2015=1)",0.643314483
2004,"Crops: Vegetables and melons: Quantity (million, $2015)",25676.17015
2004,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.587191727
2004,"Crops: Fruits and tree nuts: Quantity (million, $2015)",25900.17077
2004,"Crops: Other crops 2/: Price (index, 2015=1)",0.96951379
2004,"Crops: Other crops 2/: Quantity (million, $2015)",32043.11743
2004,"Farm-related output 3/: Price (index, 2015=1)",0.7167913
2004,"Farm-related output 3/: Quantity (million, $2015)",27901.6642
2004,"Total farm inputs: Price (index, 2015=1)",0.687619038
2004,"Total farm inputs: Quantity (million, $2015)",394427.9442
2004,"Capital: All capital: Price (index, 2015=1)",0.72182562
2004,"Capital: All capital: Quantity (million, $2015)",102714.9009
2004,"Capital: Durable equipment: Price (index, 2015=1)",0.920528377
2004,"Capital: Durable equipment: Quantity (million, $2015)",19789.00156
2004,"Capital: Service buildings: Price (index, 2015=1)",1.1840276
2004,"Capital: Service buildings: Quantity (million, $2015)",6329.737368
2004,"Capital: Land: Price (index, 2015=1)",0.616234811
2004,"Capital: Land: Quantity (million, $2015)",71339.39917
2004,"Capital: Inventories: Price (index, 2015=1)",0.827239999
2004,"Capital: Inventories: Quantity (million, $2015)",5402.911652
2004,"Labor: All labor: Price (index, 2015=1)",0.864239206
2004,"Labor: All labor: Quantity (million, $2015)",74974.17421
2004,"Labor: Hired labor: Price (index, 2015=1)",0.888498026
2004,"Labor: Hired labor: Quantity (million, $2015)",24962.35099
2004,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.852030765
2004,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",50017.70236
2004,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.619329919
2004,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",213582.9249
2004,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.560699462
2004,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",98587.48771
2004,"Intermediate inputs: Energy: Price (index, 2015=1)",0.381333547
2004,"Intermediate inputs: Energy: Quantity (million, $2015)",30432.96113
2004,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.460273216
2004,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",24823.93631
2004,"Intermediate inputs: Pesticides: Price (index, 2015=1)",1.419152263
2004,"Intermediate inputs: Pesticides: Quantity (million, $2015)",6072.322348
2004,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.750554085
2004,"Intermediate inputs: Purchased services: Quantity (million, $2015)",55281.95388
2004,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.759674478
2004,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",5080.855172
2005,"Total output: Price (index, 2015=1)",0.712473442
2005,"Total output: Quantity (million, $2015)",368271.2743
2005,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.715578394
2005,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",150994.4522
2005,"Livestock and products: Meat animals: Price (index, 2015=1)",0.680148928
2005,"Livestock and products: Meat animals: Quantity (million, $2015)",73454.9488
2005,"Livestock and products: Dairy: Price (index, 2015=1)",0.882398888
2005,"Livestock and products: Dairy: Quantity (million, $2015)",30274.79985
2005,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.654484207
2005,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",44041.4676
2005,"Crops: All crops: Price (index, 2015=1)",0.707735194
2005,"Crops: All crops: Quantity (million, $2015)",191459.9279
2005,"Crops: Food grains: Price (index, 2015=1)",0.638272839
2005,"Crops: Food grains: Quantity (million, $2015)",13729.49142
2005,"Crops: Feed crops: Price (index, 2015=1)",0.639293927
2005,"Crops: Feed crops: Quantity (million, $2015)",68702.47077
2005,"Crops: Oil crops: Price (index, 2015=1)",0.614201881
2005,"Crops: Oil crops: Quantity (million, $2015)",32676.49295
2005,"Crops: Vegetables and melons: Price (index, 2015=1)",0.694145296
2005,"Crops: Vegetables and melons: Quantity (million, $2015)",24847.67631
2005,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.635891806
2005,"Crops: Fruits and tree nuts: Quantity (million, $2015)",23585.73087
2005,"Crops: Other crops 2/: Price (index, 2015=1)",0.963605341
2005,"Crops: Other crops 2/: Quantity (million, $2015)",31561.19312
2005,"Farm-related output 3/: Price (index, 2015=1)",0.697922343
2005,"Farm-related output 3/: Quantity (million, $2015)",26983.23956
2005,"Total farm inputs: Price (index, 2015=1)",0.658536331
2005,"Total farm inputs: Quantity (million, $2015)",398434.3615
2005,"Capital: All capital: Price (index, 2015=1)",0.565089633
2005,"Capital: All capital: Quantity (million, $2015)",103773.3617
2005,"Capital: Durable equipment: Price (index, 2015=1)",0.858670861
2005,"Capital: Durable equipment: Quantity (million, $2015)",20642.509
2005,"Capital: Service buildings: Price (index, 2015=1)",1.076489847
2005,"Capital: Service buildings: Quantity (million, $2015)",6238.81593
2005,"Capital: Land: Price (index, 2015=1)",0.443184286
2005,"Capital: Land: Quantity (million, $2015)",70805.42704
2005,"Capital: Inventories: Price (index, 2015=1)",0.482138914
2005,"Capital: Inventories: Quantity (million, $2015)",5849.466052
2005,"Labor: All labor: Price (index, 2015=1)",0.857101428
2005,"Labor: All labor: Quantity (million, $2015)",76084.78821
2005,"Labor: Hired labor: Price (index, 2015=1)",0.872250518
2005,"Labor: Hired labor: Quantity (million, $2015)",25254.37053
2005,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.849429936
2005,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",50839.08752
2005,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.643727713
2005,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",215199.4831
2005,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.536871093
2005,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",101509.2866
2005,"Intermediate inputs: Energy: Price (index, 2015=1)",0.488194245
2005,"Intermediate inputs: Energy: Quantity (million, $2015)",28173.29811
2005,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.633116765
2005,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",20264.2541
2005,"Intermediate inputs: Pesticides: Price (index, 2015=1)",1.403914295
2005,"Intermediate inputs: Pesticides: Quantity (million, $2015)",6282.351443
2005,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.760223345
2005,"Intermediate inputs: Purchased services: Quantity (million, $2015)",57497.44615
2005,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.790713513
2005,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",6219.704694
2006,"Total output: Price (index, 2015=1)",0.701170714
2006,"Total output: Quantity (million, $2015)",364234.1635
2006,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.656095348
2006,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",154160.9733
2006,"Livestock and products: Meat animals: Price (index, 2015=1)",0.649143413
2006,"Livestock and products: Meat animals: Quantity (million, $2015)",74082.0684
2006,"Livestock and products: Dairy: Price (index, 2015=1)",0.766378882
2006,"Livestock and products: Dairy: Quantity (million, $2015)",31112.2656
2006,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.585499522
2006,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",45539.6614
2006,"Crops: All crops: Price (index, 2015=1)",0.731960391
2006,"Crops: All crops: Quantity (million, $2015)",181721.7384
2006,"Crops: Food grains: Price (index, 2015=1)",0.750661709
2006,"Crops: Food grains: Quantity (million, $2015)",11842.59575
2006,"Crops: Feed crops: Price (index, 2015=1)",0.650329007
2006,"Crops: Feed crops: Quantity (million, $2015)",64487.3949
2006,"Crops: Oil crops: Price (index, 2015=1)",0.614930197
2006,"Crops: Oil crops: Quantity (million, $2015)",32853.83818
2006,"Crops: Vegetables and melons: Price (index, 2015=1)",0.737383009
2006,"Crops: Vegetables and melons: Quantity (million, $2015)",24583.77979
2006,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.670919789
2006,"Crops: Fruits and tree nuts: Quantity (million, $2015)",25717.32012
2006,"Crops: Other crops 2/: Price (index, 2015=1)",0.976786772
2006,"Crops: Other crops 2/: Quantity (million, $2015)",27099.17047
2006,"Farm-related output 3/: Price (index, 2015=1)",0.71255879
2006,"Farm-related output 3/: Quantity (million, $2015)",29798.1258
2006,"Total farm inputs: Price (index, 2015=1)",0.638302449
2006,"Total farm inputs: Quantity (million, $2015)",400108.6456
2006,"Capital: All capital: Price (index, 2015=1)",0.389020324
2006,"Capital: All capital: Quantity (million, $2015)",104341.2729
2006,"Capital: Durable equipment: Price (index, 2015=1)",0.837748379
2006,"Capital: Durable equipment: Quantity (million, $2015)",21155.93939
2006,"Capital: Service buildings: Price (index, 2015=1)",0.999727128
2006,"Capital: Service buildings: Quantity (million, $2015)",6135.128537
2006,"Capital: Land: Price (index, 2015=1)",0.190729001
2006,"Capital: Land: Quantity (million, $2015)",70338.83807
2006,"Capital: Inventories: Price (index, 2015=1)",0.568846006
2006,"Capital: Inventories: Quantity (million, $2015)",5833.584273
2006,"Labor: All labor: Price (index, 2015=1)",0.93326869
2006,"Labor: All labor: Quantity (million, $2015)",70752.65681
2006,"Labor: Hired labor: Price (index, 2015=1)",0.946490813
2006,"Labor: Hired labor: Quantity (million, $2015)",23123.30943
2006,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.926522656
2006,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",47646.15206
2006,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.665654112
2006,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",223491.7666
2006,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.577448353
2006,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",102097.7829
2006,"Intermediate inputs: Energy: Price (index, 2015=1)",0.557045095
2006,"Intermediate inputs: Energy: Quantity (million, $2015)",27129.19499
2006,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.532224729
2006,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",25047.39311
2006,"Intermediate inputs: Pesticides: Price (index, 2015=1)",1.3497785
2006,"Intermediate inputs: Pesticides: Quantity (million, $2015)",6683.324707
2006,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.780885857
2006,"Intermediate inputs: Purchased services: Quantity (million, $2015)",60414.4014
2006,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.819417169
2006,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",6310.863896
2007,"Total output: Price (index, 2015=1)",0.843357636
2007,"Total output: Quantity (million, $2015)",374207.3416
2007,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.789303819
2007,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",151636.7076
2007,"Livestock and products: Meat animals: Price (index, 2015=1)",0.688907394
2007,"Livestock and products: Meat animals: Quantity (million, $2015)",71471.91807
2007,"Livestock and products: Dairy: Price (index, 2015=1)",1.117993752
2007,"Livestock and products: Dairy: Quantity (million, $2015)",31777.72717
2007,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.717754566
2007,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",46163.66315
2007,"Crops: All crops: Price (index, 2015=1)",0.888736843
2007,"Crops: All crops: Quantity (million, $2015)",195089.6684
2007,"Crops: Food grains: Price (index, 2015=1)",1.016144785
2007,"Crops: Food grains: Quantity (million, $2015)",13197.78463
2007,"Crops: Feed crops: Price (index, 2015=1)",0.879832881
2007,"Crops: Feed crops: Quantity (million, $2015)",75539.77536
2007,"Crops: Oil crops: Price (index, 2015=1)",0.851634467
2007,"Crops: Oil crops: Quantity (million, $2015)",28052.86015
2007,"Crops: Vegetables and melons: Price (index, 2015=1)",0.786522813
2007,"Crops: Vegetables and melons: Quantity (million, $2015)",24567.73621
2007,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.675310855
2007,"Crops: Fruits and tree nuts: Quantity (million, $2015)",27619.41684
2007,"Crops: Other crops 2/: Price (index, 2015=1)",1.03324693
2007,"Crops: Other crops 2/: Quantity (million, $2015)",30538.74366
2007,"Farm-related output 3/: Price (index, 2015=1)",0.802003869
2007,"Farm-related output 3/: Quantity (million, $2015)",28079.42888
2007,"Total farm inputs: Price (index, 2015=1)",0.760151179
2007,"Total farm inputs: Quantity (million, $2015)",415168.229
2007,"Capital: All capital: Price (index, 2015=1)",0.596069432
2007,"Capital: All capital: Quantity (million, $2015)",103437.0539
2007,"Capital: Durable equipment: Price (index, 2015=1)",0.919294671
2007,"Capital: Durable equipment: Quantity (million, $2015)",21155.57847
2007,"Capital: Service buildings: Price (index, 2015=1)",0.975073054
2007,"Capital: Service buildings: Quantity (million, $2015)",6021.859003
2007,"Capital: Land: Price (index, 2015=1)",0.458838862
2007,"Capital: Land: Quantity (million, $2015)",69852.69648
2007,"Capital: Inventories: Price (index, 2015=1)",0.75366609
2007,"Capital: Inventories: Quantity (million, $2015)",5684.972828
2007,"Labor: All labor: Price (index, 2015=1)",0.976086908
2007,"Labor: All labor: Quantity (million, $2015)",72264.15211
2007,"Labor: Hired labor: Price (index, 2015=1)",0.989240392
2007,"Labor: Hired labor: Quantity (million, $2015)",25285.05736
2007,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.969376695
2007,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",46961.19993
2007,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.77474318
2007,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",236722.1358
2007,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.719840258
2007,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",104066.2282
2007,"Intermediate inputs: Energy: Price (index, 2015=1)",0.580420533
2007,"Intermediate inputs: Energy: Quantity (million, $2015)",31142.66635
2007,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.832378508
2007,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",21302.92029
2007,"Intermediate inputs: Pesticides: Price (index, 2015=1)",1.257886817
2007,"Intermediate inputs: Pesticides: Quantity (million, $2015)",8361.242726
2007,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.833633444
2007,"Intermediate inputs: Purchased services: Quantity (million, $2015)",67766.17624
2007,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.845838279
2007,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",6703.663976
2008,"Total output: Price (index, 2015=1)",0.926626402
2008,"Total output: Quantity (million, $2015)",388094.5191
2008,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.781150174
2008,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",154639.6977
2008,"Livestock and products: Meat animals: Price (index, 2015=1)",0.646932492
2008,"Livestock and products: Meat animals: Quantity (million, $2015)",75017.04375
2008,"Livestock and products: Dairy: Price (index, 2015=1)",1.079062655
2008,"Livestock and products: Dairy: Quantity (million, $2015)",32526.00557
2008,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.783196752
2008,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",47042.00434
2008,"Crops: All crops: Price (index, 2015=1)",1.041273236
2008,"Crops: All crops: Quantity (million, $2015)",201996.9271
2008,"Crops: Food grains: Price (index, 2015=1)",1.360752166
2008,"Crops: Food grains: Quantity (million, $2015)",15778.15789
2008,"Crops: Feed crops: Price (index, 2015=1)",1.187401667
2008,"Crops: Feed crops: Quantity (million, $2015)",71912.09119
2008,"Crops: Oil crops: Price (index, 2015=1)",1.130511241
2008,"Crops: Oil crops: Quantity (million, $2015)",30770.07365
2008,"Crops: Vegetables and melons: Price (index, 2015=1)",0.83652138
2008,"Crops: Vegetables and melons: Quantity (million, $2015)",20380.73461
2008,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.704270433
2008,"Crops: Fruits and tree nuts: Quantity (million, $2015)",26475.62516
2008,"Crops: Other crops 2/: Price (index, 2015=1)",0.835990124
2008,"Crops: Other crops 2/: Quantity (million, $2015)",39351.16483
2008,"Farm-related output 3/: Price (index, 2015=1)",0.892377259
2008,"Farm-related output 3/: Quantity (million, $2015)",31923.5018
2008,"Total farm inputs: Price (index, 2015=1)",0.880480981
2008,"Total farm inputs: Quantity (million, $2015)",408434.294
2008,"Capital: All capital: Price (index, 2015=1)",0.682897251
2008,"Capital: All capital: Quantity (million, $2015)",103469.0786
2008,"Capital: Durable equipment: Price (index, 2015=1)",0.924972627
2008,"Capital: Durable equipment: Quantity (million, $2015)",21448.51071
2008,"Capital: Service buildings: Price (index, 2015=1)",1.004443783
2008,"Capital: Service buildings: Quantity (million, $2015)",5920.788424
2008,"Capital: Land: Price (index, 2015=1)",0.572690772
2008,"Capital: Land: Quantity (million, $2015)",69507.44946
2008,"Capital: Inventories: Price (index, 2015=1)",0.885975176
2008,"Capital: Inventories: Quantity (million, $2015)",5718.094812
2008,"Labor: All labor: Price (index, 2015=1)",1.044451067
2008,"Labor: All labor: Quantity (million, $2015)",70878.88524
2008,"Labor: Hired labor: Price (index, 2015=1)",1.05595042
2008,"Labor: Hired labor: Quantity (million, $2015)",24364.78023
2008,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",1.038638774
2008,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",46504.64492
2008,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.927038529
2008,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",231846.1901
2008,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.934259475
2008,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",102895.7038
2008,"Intermediate inputs: Energy: Price (index, 2015=1)",0.757293943
2008,"Intermediate inputs: Energy: Quantity (million, $2015)",28326.43569
2008,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.936211818
2008,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",24075.75829
2008,"Intermediate inputs: Pesticides: Price (index, 2015=1)",1.453380725
2008,"Intermediate inputs: Pesticides: Quantity (million, $2015)",8064.219674
2008,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.893974381
2008,"Intermediate inputs: Purchased services: Quantity (million, $2015)",63755.44286
2008,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.891806698
2008,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",6830.519656
2009,"Total output: Price (index, 2015=1)",0.821444649
2009,"Total output: Quantity (million, $2015)",392269.6575
2009,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.667537443
2009,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",152453.2924
2009,"Livestock and products: Meat animals: Price (index, 2015=1)",0.589670435
2009,"Livestock and products: Meat animals: Quantity (million, $2015)",74560.38331
2009,"Livestock and products: Dairy: Price (index, 2015=1)",0.750609823
2009,"Livestock and products: Dairy: Quantity (million, $2015)",32401.69425
2009,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.728286304
2009,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",44611.80144
2009,"Crops: All crops: Price (index, 2015=1)",0.930273211
2009,"Crops: All crops: Quantity (million, $2015)",206872.9193
2009,"Crops: Food grains: Price (index, 2015=1)",1.065958775
2009,"Crops: Food grains: Quantity (million, $2015)",14381.99645
2009,"Crops: Feed crops: Price (index, 2015=1)",0.958727345
2009,"Crops: Feed crops: Quantity (million, $2015)",75544.33258
2009,"Crops: Oil crops: Price (index, 2015=1)",1.043217879
2009,"Crops: Oil crops: Quantity (million, $2015)",34462.93784
2009,"Crops: Vegetables and melons: Price (index, 2015=1)",0.877474979
2009,"Crops: Vegetables and melons: Quantity (million, $2015)",20283.06725
2009,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.706455488
2009,"Crops: Fruits and tree nuts: Quantity (million, $2015)",27148.20725
2009,"Crops: Other crops 2/: Price (index, 2015=1)",0.845559367
2009,"Crops: Other crops 2/: Quantity (million, $2015)",37474.28315
2009,"Farm-related output 3/: Price (index, 2015=1)",0.864423538
2009,"Farm-related output 3/: Quantity (million, $2015)",32404.47983
2009,"Total farm inputs: Price (index, 2015=1)",0.794421932
2009,"Total farm inputs: Quantity (million, $2015)",405612.9344
2009,"Capital: All capital: Price (index, 2015=1)",0.496160195
2009,"Capital: All capital: Quantity (million, $2015)",104395.1635
2009,"Capital: Durable equipment: Price (index, 2015=1)",0.858963385
2009,"Capital: Durable equipment: Quantity (million, $2015)",22223.39797
2009,"Capital: Service buildings: Price (index, 2015=1)",1.174914172
2009,"Capital: Service buildings: Quantity (million, $2015)",5858.631375
2009,"Capital: Land: Price (index, 2015=1)",0.296425949
2009,"Capital: Land: Quantity (million, $2015)",69330.25814
2009,"Capital: Inventories: Price (index, 2015=1)",0.927929382
2009,"Capital: Inventories: Quantity (million, $2015)",5682.504553
2009,"Labor: All labor: Price (index, 2015=1)",1.080466256
2009,"Labor: All labor: Quantity (million, $2015)",68980.6874
2009,"Labor: Hired labor: Price (index, 2015=1)",1.08065331
2009,"Labor: Hired labor: Quantity (million, $2015)",23704.17956
2009,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",1.080586493
2009,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",45267.36661
2009,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.848721611
2009,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",230817.4775
2009,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.853730374
2009,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",101934.7626
2009,"Intermediate inputs: Energy: Price (index, 2015=1)",0.486812183
2009,"Intermediate inputs: Energy: Quantity (million, $2015)",36513.78226
2009,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.854123042
2009,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",23574.75537
2009,"Intermediate inputs: Pesticides: Price (index, 2015=1)",1.562695139
2009,"Intermediate inputs: Pesticides: Quantity (million, $2015)",7371.900472
2009,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.889909155
2009,"Intermediate inputs: Purchased services: Quantity (million, $2015)",60150.2776
2009,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.912199834
2009,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",6484.946079
2010,"Total output: Price (index, 2015=1)",0.876558374
2010,"Total output: Quantity (million, $2015)",386947.1212
2010,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.778780354
2010,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",154011.1321
2010,"Livestock and products: Meat animals: Price (index, 2015=1)",0.695239736
2010,"Livestock and products: Meat animals: Quantity (million, $2015)",74433.84712
2010,"Livestock and products: Dairy: Price (index, 2015=1)",0.951864369
2010,"Livestock and products: Dairy: Quantity (million, $2015)",33040.12414
2010,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.781946619
2010,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",45403.86921
2010,"Crops: All crops: Price (index, 2015=1)",0.948775364
2010,"Crops: All crops: Quantity (million, $2015)",205490.7581
2010,"Crops: Food grains: Price (index, 2015=1)",0.99295968
2010,"Crops: Food grains: Quantity (million, $2015)",14498.38622
2010,"Crops: Feed crops: Price (index, 2015=1)",0.971146707
2010,"Crops: Feed crops: Quantity (million, $2015)",72266.33904
2010,"Crops: Oil crops: Price (index, 2015=1)",1.068392955
2010,"Crops: Oil crops: Quantity (million, $2015)",34329.13563
2010,"Crops: Vegetables and melons: Price (index, 2015=1)",0.85999956
2010,"Crops: Vegetables and melons: Quantity (million, $2015)",20238.19291
2010,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.787838576
2010,"Crops: Fruits and tree nuts: Quantity (million, $2015)",27433.28476
2010,"Crops: Other crops 2/: Price (index, 2015=1)",0.882364519
2010,"Crops: Other crops 2/: Quantity (million, $2015)",39220.03497
2010,"Farm-related output 3/: Price (index, 2015=1)",0.884345062
2010,"Farm-related output 3/: Quantity (million, $2015)",27451.19275
2010,"Total farm inputs: Price (index, 2015=1)",0.862978748
2010,"Total farm inputs: Quantity (million, $2015)",393036.0283
2010,"Capital: All capital: Price (index, 2015=1)",0.756399883
2010,"Capital: All capital: Quantity (million, $2015)",103630.7229
2010,"Capital: Durable equipment: Price (index, 2015=1)",0.885840586
2010,"Capital: Durable equipment: Quantity (million, $2015)",22237.9153
2010,"Capital: Service buildings: Price (index, 2015=1)",1.80839996
2010,"Capital: Service buildings: Quantity (million, $2015)",5776.986839
2010,"Capital: Land: Price (index, 2015=1)",0.597651093
2010,"Capital: Land: Quantity (million, $2015)",69262.13003
2010,"Capital: Inventories: Price (index, 2015=1)",1.268004636
2010,"Capital: Inventories: Quantity (million, $2015)",5398.504102
2010,"Labor: All labor: Price (index, 2015=1)",0.952501075
2010,"Labor: All labor: Quantity (million, $2015)",68698.67866
2010,"Labor: Hired labor: Price (index, 2015=1)",0.948625518
2010,"Labor: Hired labor: Quantity (million, $2015)",25485.29409
